p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.37403810088e-07	1.17423576836e-05	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	PID	nfat_tfpathway	EGR1; FOS; EGR2; JUNB; JUN; EGR4; TNF	7124; 3725; 1959; 1961; 2353; 3726; 1958	49	49
2.72336824472e-07	1.25080412954e-05	TGF-beta Signaling Pathway	Wikipathways	WP366	NEDD9; KLF10; FOS; CDKN1A; JUNB; JUN; KLF6; MYC; FOSB; ATF3	1316; 4739; 4609; 3725; 3726; 1026; 2353; 2354; 7071; 467	132	132
3.33394576338e-07	1.42915141724e-05	White fat cell differentiation	Wikipathways	WP4149	CEBPB; CEBPA; DDIT3; CEBPD; EGR2; KLF2	10365; 1050; 1051; 1052; 1959; 1649	32	32
5.37228238235e-07	1.94820673479e-05	Glucocorticoid receptor regulatory network	PID	reg_gr_pathway	EGR1; SGK1; FOS; CDKN1A; NR4A1; JUN; IL6; KRT14	3569; 3725; 6446; 3164; 3861; 2353; 1958; 1026	80	80
5.38045832196e-07	1.94820673479e-05	Direct p53 effectors	PID	p53downstreampathway	DDIT4; BTG2; PLK3; JUN; MCL1; SNAI2; BCL6; DUSP1; CDKN1A; ATF3	3725; 6591; 604; 467; 7832; 54541; 4170; 1263; 1026; 1843	143	142
5.73210668237e-07	1.94820673479e-05	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	KEGG	path:hsa05166	EGR1; FOS; EGR2; HLA-G; CDKN1A; NFKBIA; JUN; IL6; ZFP36; TNF; MYC; CREB5	4609; 1026; 3135; 3725; 4792; 2353; 7538; 1958; 1959; 7124; 9586; 3569	219	219
5.75675395972e-07	1.94820673479e-05	TNF signaling pathway - Homo sapiens (human)	KEGG	path:hsa04668	CEBPB; JUNB; SOCS3; FOS; CREB5; NFKBIA; JUN; IL6; TNF	1051; 3725; 3726; 4792; 2353; 9021; 9586; 7124; 3569	110	110
9.72334623374e-07	3.12605581415e-05	Oncostatin_M	NetPath	Pathway_Oncostatin_M	CEBPB; NFKBIA; SOCS3; FOS; JUNB; EGR1	2353; 9021; 3726; 1051; 1958; 4792	38	38
1.21325234842e-06	3.71486314303e-05	Transcription factor regulation in adipogenesis	Wikipathways	WP3599	IL6; CEBPB; CEBPA; TNF; CEBPD	1050; 1051; 1052; 7124; 3569	22	22
1.53758656946e-06	4.49394620073e-05	Genotoxicity pathway	Wikipathways	WP4286	BTG2; CEBPD; CDKN1A; ID2; HIST1H2BG; HIST1H2BC; PLK3	7832; 1263; 8347; 1052; 8339; 1026; 3398	64	64
2.38022363585e-06	6.65427738195e-05	Tacrolimus/Cyclosporine Pathway, Pharmacodynamics	PharmGKB	PA165985892	FOS; FOSB; JUNB; JUN; MAFF; ATF3	3725; 3726; 2353; 2354; 23764; 467	44	44
2.50728096767e-06	6.71742359254e-05	FoxO signaling pathway - Homo sapiens (human)	KEGG	path:hsa04068	PLK3; SGK1; CDKN1A; PLK2; GADD45G; IL6; KLF2; BCL6; GADD45B	1026; 10769; 4616; 604; 10365; 10912; 6446; 1263; 3569	132	131
3.26421887099e-06	8.39557093618e-05	TGF_beta_Receptor	NetPath	Pathway_TGF_beta_Receptor	KLF10; FOS; FOSB; JUNB; JUN; PPP1R15A; SOX9; MYC; CDKN1A; ATF3	3725; 7071; 2354; 467; 2353; 6662; 23645; 1026; 3726; 4609	174	173
4.05300115528e-06	9.85618838305e-05	TP53 Regulates Transcription of Cell Cycle Genes	Wikipathways	WP3804	PLK3; PLK2; BTG2; CDKN1A	1263; 10769; 7832; 1026	13	13
4.13867941435e-06	9.85618838305e-05	Validated targets of C-MYC transcriptional repression	PID	myc_represspathway	CEBPA; DDIT3; CEBPD; CDKN1A; ID2; ZFP36L1; MYC	1050; 677; 3398; 1026; 1052; 4609; 1649	74	74
5.47397182972e-06	0.00012570585309	Hepatitis B - Homo sapiens (human)	KEGG	path:hsa05161	FOS; EGR2; CDKN1A; NFKBIA; JUN; IL6; TNF; MYC; CREB5	4609; 1026; 3725; 3569; 4792; 2353; 9586; 1959; 7124	144	144
6.47734352059e-06	0.000139428806526	mechanism of gene regulation by peroxisome proliferators via ppara	BioCarta	pparapathway	NFKBIA; JUN; TNF; CITED2; MYC; DUSP1	7124; 3725; 1843; 10370; 4609; 4792	52	52
6.50523203078e-06	0.000139428806526	Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	CEBPB; FOS; CDKN1A; JUN; IL6; HIST1H2BG; IGFBP7; HIST1H2BC	3725; 1051; 2353; 8339; 3569; 1026; 3490; 8347	112	111
1.18043764101e-05	0.000244845613926	Epstein-Barr virus infection - Homo sapiens (human)	KEGG	path:hsa05169	HLA-G; GADD45B; NFKBIA; JUN; GADD45G; IL6; TNF; HES1; MYC; CDKN1A	4609; 1026; 4616; 3135; 3725; 4792; 3280; 10912; 7124; 3569	201	200
1.25720532712e-05	0.000250881081935	MAPK signaling pathway - Homo sapiens (human)	KEGG	path:hsa04010	DDIT3; FOS; GADD45B; NR4A1; JUN; EFNA1; GADD45G; TNF; MYC; DUSP6; DUSP1; DUSP2	4609; 4616; 1843; 3164; 3725; 10912; 1649; 2353; 1844; 1848; 1942; 7124	295	295
1.28757009391e-05	0.000250881081935	Cellular senescence - Homo sapiens (human)	KEGG	path:hsa04218	CALML3; GADD45B; HLA-G; ZFP36L1; ZFP36L2; GADD45G; IL6; MYC; CDKN1A	4609; 1026; 4616; 3135; 10912; 677; 678; 810; 3569	160	160
1.35999614966e-05	0.000257199271832	Senescence-Associated Secretory Phenotype (SASP)	Wikipathways	WP3391	IL6; CEBPB; IGFBP7	1051; 3569; 3490	6	6
1.80475189572e-05	0.000331558705413	signal transduction through il1r	BioCarta	il1rpathway	NFKBIA; IL6; TNF; JUN; FOS	7124; 3725; 2353; 4792; 3569	37	37
1.89513821182e-05	0.000338492741722	IL-17 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04657	CEBPB; FOS; FOSB; NFKBIA; JUN; IL6; TNF	1051; 3725; 4792; 2353; 2354; 7124; 3569	93	93
2.49079288037e-05	0.000432859411372	Nuclear Receptors Meta-Pathway	Wikipathways	WP2882	PLK2; JUNB; ANKRD1; GADD45B; EGR1; JUN; HBEGF; TNF; SNAI2; HES1; MYC; MAFF	4609; 1839; 23764; 1958; 6591; 7124; 3725; 3726; 27063; 3280; 10769; 4616	316	316
2.61685026501e-05	0.000442798610632	Hypertrophy Model	Wikipathways	WP516	HBEGF; CYR61; ANKRD1; ATF3	27063; 1839; 3491; 467	20	20
2.88219118701e-05	0.000475192034167	Apoptosis - Homo sapiens (human)	KEGG	path:hsa04210	DDIT3; FOS; GADD45B; NFKBIA; JUN; GADD45G; TNF; MCL1	4616; 4170; 1649; 10912; 4792; 2353; 3725; 7124	136	136
3.10097260854e-05	0.000498481346823	Amphetamine addiction - Homo sapiens (human)	KEGG	path:hsa05031	FOS; CALML3; FOSB; JUN; ARC; CREB5	3725; 2353; 2354; 23237; 9586; 810	68	68
3.37178831743e-05	0.00052879509466	Downstream signaling in na&#xef;ve CD8+ T cells	PID	cd8tcrdownstreampathway	JUNB; FOS; EGR1; JUN; EGR4; TNF	7124; 3725; 1961; 2353; 3726; 1958	69	69
3.89681551372e-05	0.000586219418215	Vitamin D in inflammatory diseases	Wikipathways	WP4482	IL6; DUSP1; TNF; NFKBIA	7124; 4792; 1843; 3569	22	22
3.92028537842e-05	0.000586219418215	C-type lectin receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04625	CALML3; PLK3; NFKBIA; JUN; IL6; EGR2; TNF	3725; 4792; 1263; 810; 1959; 7124; 3569	104	104
4.25183799197e-05	0.000621348142917	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	KEGG	path:hsa05167	FOS; CALML3; HLA-G; CDKN1A; NFKBIA; JUN; IL6; ZFP36; MYC	4609; 1026; 3135; 3725; 4792; 810; 2353; 7538; 3569	186	186
4.43185260563e-05	0.000633262494538	Senescence and Autophagy in Cancer	Wikipathways	WP615	CEBPB; CDKN1A; JUN; ING1; IL6; IGFBP7; CXCL14	3490; 3569; 9547; 3725; 1026; 1051; 3621	106	106
4.65134475957e-05	0.000640919472192	Chromosomal and microsatellite instability in colorectal cancer	Wikipathways	WP4216	FOS; GADD45B; JUN; GADD45G; MYC; CDKN1A	4609; 3725; 4616; 10912; 1026; 2353	73	73
4.68479240949e-05	0.000640919472192	RAF-independent MAPK1/3 activation	Reactome	R-HSA-112409	IL6; DUSP6; DUSP1; DUSP2	1844; 1848; 1843; 3569	23	23
5.02523977294e-05	0.000673172744583	IL6	NetPath	Pathway_IL6	CEBPB; SGK1; SOCS3; FOS; JUN; IL6	3569; 6446; 3725; 2353; 9021; 1051	74	74
5.3235711924e-05	0.000698582913615	Aryl Hydrocarbon Receptor	Wikipathways	WP2586	KLF6; MYC; TNF; CDKN1A; NCOA7	1316; 4609; 7124; 1026; 135112	46	46
5.6010790762e-05	0.000706175263921	regulation of map kinase pathways through dual specificity phosphatases	BioCarta	dsppathway	DUSP6; DUSP1; DUSP2	1844; 1848; 1843	9	9
5.6010790762e-05	0.000706175263921	Role Altered Glycolysation of MUC1 in Tumour Microenvironment	Wikipathways	WP4480	IL6; TNF; NFKBIA	3569; 7124; 4792	9	9
7.74757959131e-05	0.000958018014849	ID	NetPath	Pathway_ID	HES1; ID2; ID3; ATF3	3398; 467; 3399; 3280	26	26
7.94945596537e-05	0.000964433997308	EV release from cardiac cells and their functional effects	Wikipathways	WP3297	RGS16; TNF; KLF2	6004; 10365; 7124	10	10
0.000106044960269	0.00125800989944	keratinocyte differentiation	BioCarta	keratinocytepathway	NFKBIA; CEBPA; TNF; JUN; FOS	1050; 3725; 7124; 2353; 4792	53	53
0.000108593776479	0.00125800989944	pertussis toxin-insensitive ccr5 signaling in macrophage	BioCarta	ccr5pathway	FOS; JUN; CXCR4	7852; 3725; 2353	11	11
0.000109562292953	0.00125800989944	C-MYB transcription factor network	PID	cmyb_pathway	CEBPB; CEBPA; CEBPD; CDKN1A; HES1; MYC	1026; 1052; 1050; 4609; 1051; 3280	85	85
0.000116039457506	0.00129631929968	IL-4 Signaling Pathway	Wikipathways	WP395	CEBPB; CEBPA; NFKBIA; SOCS3; FOS	1050; 1051; 9021; 4792; 2353	54	54
0.000116930823299	0.00129631929968	Colorectal cancer - Homo sapiens (human)	KEGG	path:hsa05210	FOS; GADD45B; JUN; GADD45G; MYC; CDKN1A	4609; 1026; 4616; 3725; 10912; 2353	86	86
0.000139335807526	0.00151852413965	Osteoclast differentiation - Homo sapiens (human)	KEGG	path:hsa04380	JUNB; SOCS3; FOS; FOSB; NFKBIA; JUN; TNF	3725; 3726; 4792; 2353; 2354; 9021; 7124	128	127
0.000153589461302	0.00164596706029	BCR	NetPath	Pathway_BCR	NEDD9; JUNB; FOS; FOSB; NFKBIA; JUN; BCL6	3725; 604; 2354; 2353; 4792; 4739; 3726	129	129
0.00016981761791	0.00179004472649	Corticotropin-releasing hormone signaling pathway	Wikipathways	WP2355	JUNB; NFKBIA; FOS; FOSB; NR4A1; KRT14	3164; 3726; 2353; 2354; 3861; 4792	92	92
0.000177294532561	0.00183871587801	Preimplantation Embryo	Wikipathways	WP3527	ZFP36; EGR1; DDIT3; FOSB; ZFP36L2	1958; 7538; 678; 1649; 2354	59	59
0.000182775127231	0.00186546677475	Human cytomegalovirus infection - Homo sapiens (human)	KEGG	path:hsa05163	CALML3; CDKN1A; NFKBIA; HLA-G; IL6; TNF; CXCR4; MYC; CREB5	4609; 1026; 3135; 9586; 7852; 4792; 810; 7124; 3569	225	225
0.000185788981611	0.00186659867462	Transcriptional regulation by RUNX3	Wikipathways	WP4107	HES1; CDKN1A; MYC	1026; 4609; 3280	13	13
0.000202087445361	0.00199911119026	role of egf receptor transactivation by gpcrs in cardiac hypertrophy	BioCarta	cardiacegfpathway	MYC; NFKBIA; JUN; FOS	3725; 2353; 4609; 4792	33	33
0.000234921847429	0.00228870830147	erythropoietin mediated neuroprotection through nf-kb	BioCarta	eponfkbpathway	CDKN1A; NFKBIA; JUN	3725; 4792; 1026	14	14
0.000241958996371	0.0023220840995	Endometrial cancer	Wikipathways	WP4155	MYC; GADD45B; FOS; CDKN1A; GADD45G	4616; 10912; 2353; 1026; 4609	63	63
0.000260610944151	0.00246430642778	Regulation of retinoblastoma protein	PID	rb_1pathway	CEBPB; CEBPA; JUN; CDKN1A; CEBPD	1050; 3725; 1026; 1052; 1051	64	64
0.000277681919936	0.00258767354375	Cellular Senescence	Reactome	R-HSA-2559583	CEBPB; FOS; CDKN1A; JUN; IL6; HIST1H2BG; IGFBP7; HIST1H2BC	3725; 1051; 2353; 8339; 3569; 1026; 3490; 8347	189	188
0.00028282217982	0.00259792373749	Neural Crest Differentiation	Wikipathways	WP2064	SOX9; RHOB; SNAI2; HES1; MYC; SNAI1	6591; 6662; 3280; 388; 6615; 4609	101	101
0.000291744460386	0.0026421364511	Transcriptional regulation of white adipocyte differentiation	Wikipathways	WP2751	CEBPB; CEBPA; CEBPD	1050; 1051; 1052	15	15
0.000317325235716	0.00275729900764	Validated transcriptional targets of AP1 family members Fra1 and Fra2	PID	fra_pathway	IL6; MGP; JUN; JUNB	3725; 4256; 3569; 3726	37	37
0.000317325235716	0.00275729900764	Thyroid cancer - Homo sapiens (human)	KEGG	path:hsa05216	MYC; GADD45B; CDKN1A; GADD45G	4609; 4616; 1026; 10912	37	37
0.000317325235716	0.00275729900764	IL23-mediated signaling events	PID	il23pathway	IL6; TNF; NFKBIA; SOCS3	7124; 3569; 9021; 4792	37	37
0.000342954010042	0.00294025904609	Breast cancer - Homo sapiens (human)	KEGG	path:hsa05224	FOS; GADD45B; JUN; GADD45G; HES1; MYC; CDKN1A	4609; 1026; 4616; 3725; 10912; 3280; 2353	147	147
0.000354129779141	0.00299612431562	MAPK Signaling Pathway	Wikipathways	WP382	DDIT3; FOS; NR4A1; JUN; TNF; MYC; DUSP6; DUSP1; DUSP2	7124; 1848; 1843; 1649; 1844; 3164; 4609; 3725; 2353	246	246
0.000367200584316	0.00306636332098	ErbB1 downstream signaling	PID	erbb1_downstream_pathway	FOS; EGR1; JUN; ZFP36; DUSP6; DUSP1	3725; 1848; 2353; 7538; 1958; 1843	107	106
0.000423509358392	0.00349123740315	Glucocorticoid Receptor Pathway	Wikipathways	WP2880	SNAI2; GADD45B; PLK2; JUN; ANKRD1	6591; 4616; 10769; 3725; 27063	71	71
0.000435058898076	0.00354104900586	Viral carcinogenesis - Homo sapiens (human)	KEGG	path:hsa05203	EGR2; HLA-G; CDKN1A; NFKBIA; JUN; HIST1H2BG; HIST1H2BC; CREB5	1026; 3135; 8339; 8347; 4792; 3725; 9586; 1959	201	201
0.000454314661499	0.0036515540918	Breast cancer pathway	Wikipathways	WP4262	FOS; CDKN1A; JUN; GADD45G; HES1; MYC; GADD45B	10912; 4609; 3725; 3280; 1026; 2353; 4616	154	154
0.000472340664613	0.00369913334839	Myometrial Relaxation and Contraction Pathways	Wikipathways	WP289	RGS16; FOS; JUN; IL6; MAFF; ADM; ATF3	133; 6004; 23764; 3569; 467; 3725; 2353	155	155
0.000473388960628	0.00369913334839	TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway	Wikipathways	WP2036	NFKBIA; IL6; TNF; JUN	3725; 7124; 4792; 3569	41	41
0.00047749310718	0.00369913334839	Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	PLK3; DDIT4; BTG2; SESN2; FOS; USP2; PLK2; JUN; SGK1; BCL6; CDKN1A	9099; 7832; 6446; 604; 2353; 83667; 3725; 10769; 54541; 1026; 1263	374	371
0.000513092382927	0.00388139296732	Polycystic Kidney Disease Pathway	Wikipathways	WP2571	MYC; TNF; JUN	4609; 3725; 7124	18	18
0.000513092382927	0.00388139296732	oxidative stress induced gene expression via nrf2	BioCarta	arenrf2pathway	JUN; MAFF; FOS	23764; 2353; 3725	18	18
0.000519641491975	0.00388522650395	IL-2 Signaling Pathway	Wikipathways	WP49	MYC; JUN; SOCS3; FOS	4609; 3725; 9021; 2353	42	42
0.000580063589013	0.00419079649141	Pertussis - Homo sapiens (human)	KEGG	path:hsa05133	CALML3; IL6; TNF; JUN; FOS	3725; 2353; 810; 3569; 7124	76	76
0.000580063589013	0.00419079649141	Chronic myeloid leukemia - Homo sapiens (human)	KEGG	path:hsa05220	MYC; GADD45B; NFKBIA; CDKN1A; GADD45G	4609; 1026; 4616; 10912; 4792	76	76
0.000580063589013	0.00419079649141	Prolactin Signaling Pathway	Wikipathways	WP2037	MYC; NFKBIA; JUN; SOCS3; FOS	9021; 4609; 3725; 4792; 2353	76	76
0.000615975367339	0.00437398240364	Regulation of nuclear SMAD2/3 signaling	PID	smad2_3nuclearpathway	CEBPB; CDKN1A; JUN; MYC; FOS	2353; 1026; 4609; 1051; 3725	78	77
0.000619023948261	0.00437398240364	Human immunodeficiency virus 1 infection - Homo sapiens (human)	KEGG	path:hsa05170	FOS; CALML3; HLA-G; NFKBIA; JUN; TNF; CXCR4; WEE1	3135; 3725; 7852; 4792; 7465; 810; 2353; 7124	212	212
0.000658394834766	0.00460160737776	PIP3 activates AKT signaling	Reactome	R-HSA-1257604	EGR1; CDKN1A; NR4A1; JUN; IER3; HBEGF; SNAI2; SNAI1	3725; 3164; 6615; 1839; 8870; 6591; 1958; 1026	214	214
0.000733754567835	0.00504206084115	Regulation of nuclear beta catenin signaling and target gene transcription	PID	betacatenin_nuc_pathway	SNAI2; CYR61; MYC; JUN; ID2	3398; 6591; 3491; 3725; 4609	80	80
0.000737097541319	0.00504206084115	Aryl Hydrocarbon Receptor Pathway	Wikipathways	WP2873	HES1; TNF; JUN; JUNB	3725; 7124; 3726; 3280	46	46
0.000776481411499	0.00514719121231	TFAP2 (AP-2) family regulates transcription of cell cycle factors	Reactome	R-HSA-8866911	CDKN1A; MYC	1026; 4609	5	5
0.000776481411499	0.00514719121231	miR-517 relationship with ARCN1 and USP1	Wikipathways	WP3596	CDKN1A; ID2	3398; 1026	5	5
0.000776481411499	0.00514719121231	Transcriptional activity of SMAD2-SMAD3-SMAD4 heterotrimer	Wikipathways	WP2755	MYC; JUNB	3726; 4609	5	5
0.000800162283481	0.00525004437019	Validated transcriptional targets of deltaNp63 isoforms	PID	deltanp63pathway	HES1; KRT14; CEBPD; RRAD	6236; 3861; 1052; 3280	48	47
0.000820127117263	0.00532668420606	downregulated of mta-3 in er-negative breast tumors	BioCarta	mta3pathway	SNAI2; TUBA4B; SNAI1	6615; 6591; 80086	21	21
0.00094346800602	0.00600643492941	inhibition of cellular proliferation by gleevec	BioCarta	gleevecpathway	MYC; JUN; FOS	3725; 2353; 4609	22	22
0.00094346800602	0.00600643492941	Interleukin-6 family signaling	Reactome	R-HSA-6783589	IL6; CLCF1; SOCS3	9021; 23529; 3569	22	22
0.0010733982762	0.00666470129589	Apoptosis	Wikipathways	WP254	NFKBIA; MYC; TNF; JUN; MCL1	7124; 4609; 3725; 4170; 4792	87	87
0.00107796101831	0.00666470129589	Signaling events mediated by PRL	PID	prlsignalingeventspathway	CDKN1A; EGR1; PTP4A1	7803; 1958; 1026	23	23
0.00107796101831	0.00666470129589	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	Reactome	R-HSA-6804115	PLK3; PLK2; BTG2	10769; 1263; 7832	23	23
0.00109077965136	0.00667972681739	TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	PLK3; PLK2; CDKN1A; BTG2	10769; 1263; 1026; 7832	51	51
0.0011579221365	0.00702399937518	Signaling by NOTCH1	Wikipathways	WP2720	HES1; MYC	4609; 3280	6	6
0.00126076633749	0.00757638088793	Apoptosis-related network due to altered Notch3 in ovarian cancer	Wikipathways	WP2864	CDKN1A; TNF; SOCS3; IER3	9021; 7124; 8870; 1026	53	53
0.0012981398442	0.00772873999835	Vitamin D Receptor Pathway	Wikipathways	WP2877	G0S2; CDKN1A; JUNB; CEBPA; ADRB2; MYC; BCL6	50486; 1026; 4609; 3726; 604; 154; 1050	184	184
0.00133939848227	0.00789475895659	Herpes simplex infection - Homo sapiens (human)	KEGG	path:hsa05168	SOCS3; FOS; HLA-G; NFKBIA; JUN; IL6; TNF	3135; 3725; 4792; 2353; 9021; 7124; 3569	185	185
0.00135234448789	0.00789475895659	IL2-mediated signaling events	PID	il2_1pathway	MYC; JUN; SOCS3; FOS	3725; 2353; 9021; 4609	54	54
0.00136285885565	0.00789475895659	Estrogen signaling pathway - Homo sapiens (human)	KEGG	path:hsa04915	FOS; CALML3; CREB5; JUN; HBEGF; KRT14	3725; 810; 3861; 1839; 2353; 9586	137	136
0.00144720841459	0.00830852688018	Small cell lung cancer - Homo sapiens (human)	KEGG	path:hsa05222	MYC; GADD45B; NFKBIA; CDKN1A; GADD45G	4609; 1026; 4616; 10912; 4792	93	93
0.00152406371395	0.00867232715105	Fluid shear stress and atherosclerosis - Homo sapiens (human)	KEGG	path:hsa05418	FOS; CALML3; JUN; TNF; KLF2; DUSP1	10365; 3725; 810; 2353; 1843; 7124	139	139
0.00154926160965	0.00873837907902	Hepatitis C and Hepatocellular Carcinoma	Wikipathways	WP3646	IL6; MYC; JUN; CDKN1A	3725; 4609; 1026; 3569	56	56
0.00157346490438	0.00876311149054	Intracellular signaling by second messengers	Reactome	R-HSA-9006925	EGR1; CDKN1A; NR4A1; JUN; IER3; HBEGF; SNAI2; SNAI1	3725; 3164; 6615; 1839; 8870; 6591; 1958; 1026	245	245
0.00158090347263	0.00876311149054	Estrogen-dependent gene expression	Reactome	R-HSA-9018519	FOS; FOSB; JUN; HIST1H2BG; HIST1H2BC; MYC	3725; 2354; 2353; 8339; 4609; 8347	142	140
0.00161163305846	0.00878203437789	ATF4 activates genes	Wikipathways	WP2753	DDIT3; ATF3	467; 1649	7	7
0.00161163305846	0.00878203437789	tsp-1 induced apoptosis in microvascular endothelial cell	BioCarta	tsp1pathway	JUN; FOS	3725; 2353	7	7
0.0016400322941	0.00886168710174	Generic Transcription Pathway	Reactome	R-HSA-212436	SESN2; NR4A1; DDIT4; BTG2; SGK1; FOS; PLK3; USP2; PLK2; JUN; SOCS3; HIST1H2BC; ZNF331; SOX9; HIST1H2BG; HES1; CITED2; MYC; BCL6; CDKN1A	9099; 6662; 7832; 604; 2353; 6446; 10370; 83667; 3725; 10769; 3164; 8339; 55422; 3280; 9021; 54541; 1026; 4609; 1263; 8347	1107	1099
0.00165483615532	0.00886716373224	mapkinase signaling pathway	BioCarta	mapkpathway	CEBPA; JUN; MYC; FOS	1050; 3725; 2353; 4609	57	57
0.00173473719063	0.00921847945103	Photodynamic therapy-induced unfolded protein response	Wikipathways	WP3613	PPP1R15A; DDIT3; ATF3	467; 23645; 1649	27	27
0.00176531110678	0.00930405771851	Endometrial cancer - Homo sapiens (human)	KEGG	path:hsa05213	MYC; GADD45B; CDKN1A; GADD45G	4609; 1026; 4616; 10912	58	58
0.00188080322127	0.00983216643312	Kit receptor signaling pathway	Wikipathways	WP304	SNAI2; SNAI1; JUNB; FOS	6591; 6615; 3726; 2353	59	59
0.00203221580152	0.0105380222611	cAMP signaling pathway - Homo sapiens (human)	KEGG	path:hsa04024	FOS; CALML3; CREB5; NFKBIA; JUN; ADRB2; SOX9	6662; 4792; 3725; 154; 2353; 810; 9586	199	199
0.00209572668158	0.0106849973258	ESR-mediated signaling	Reactome	R-HSA-8939211	FOS; FOSB; JUN; HIST1H2BG; HIST1H2BC; MYC	3725; 2354; 2353; 8339; 4609; 8347	150	148
0.00213916733047	0.0106849973258	Calcium signaling in the CD4+ TCR pathway	PID	tcrcalciumpathway	JUNB; JUN; FOS	3725; 2353; 3726	29	29
0.00213916733047	0.0106849973258	nfkb activation by nontypeable hemophilus influenzae	BioCarta	nthipathway	DUSP1; TNF; NFKBIA	7124; 4792; 1843	29	29
0.00213916733047	0.0106849973258	Cyclin E associated events during G1/S transition 	Reactome	R-HSA-69202	WEE1; MYC; CDKN1A	7465; 1026; 4609	29	29
0.00216804054591	0.0106849973258	Non-alcoholic fatty liver disease (NAFLD) - Homo sapiens (human)	KEGG	path:hsa04932	CEBPA; DDIT3; SOCS3; JUN; IL6; TNF	1050; 1649; 3725; 9021; 7124; 3569	149	149
0.00217688125922	0.0106849973258	Chagas disease (American trypanosomiasis) - Homo sapiens (human)	KEGG	path:hsa05142	IL6; NFKBIA; JUN; TNF; FOS	3725; 4792; 2353; 7124; 3569	102	102
