p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000142912166625	0.00288682576582	Apoptotic execution phase	Reactome	R-HSA-75153	KPNB1; PLEC; DFFA; KPNA1; BIRC2	3837; 1676; 3836; 329; 5339	52	52
0.000155558833312	0.00304092428991	Signaling by NOTCH	Reactome	R-HSA-157118	MAML2; ITCH; STAT1; CCND1; EGFR; E2F3; AGO2	595; 83737; 1956; 84441; 6772; 27161; 1871	120	119
0.000163018624497	0.00308716520142	Cellular senescence - Homo sapiens (human)	KEGG	path:hsa04218	E2F3; CCND1; RRAS2; PIK3CD; SMAD3; CAPN2; CDK6; TRAF3IP2	10758; 595; 5293; 22800; 824; 1871; 1021; 4088	160	160
0.000183775158778	0.00311299418842	Host Interactions with Influenza Factors	Reactome	R-HSA-168253	EIF2AK2; KPNB1; KPNA1	5610; 3836; 3837	12	12
0.000186905365484	0.00311299418842	Validated transcriptional targets of TAp63 isoforms	PID	tap63pathway	PML; FAS; DST; ITCH; AEN	83737; 5371; 355; 64782; 667	55	55
0.000190067301933	0.00311299418842	Pre-NOTCH Transcription and Translation	Reactome	R-HSA-1912408	CCND1; MAML2; E2F3; AGO2	1871; 595; 27161; 84441	30	30
0.000190067301933	0.00311299418842	ISG15 antiviral mechanism	Reactome	R-HSA-1169408	EIF2AK2; HERC5; STAT1; MX1	6772; 5610; 4599; 51191	30	30
0.000190067301933	0.00311299418842	Antiviral mechanism by IFN-stimulated genes	Reactome	R-HSA-1169410	EIF2AK2; HERC5; STAT1; MX1	6772; 5610; 4599; 51191	30	30
0.000216596709325	0.0034541475224	Matrix Metalloproteinases	Wikipathways	WP129	MMP9; MMP10; MMP12; MMP1	4321; 4312; 4318; 4319	31	31
0.000237217472931	0.00359384471491	Activation of DNA fragmentation factor	Reactome	R-HSA-211227	KPNB1; DFFA; KPNA1	1676; 3836; 3837	13	13
0.000237217472931	0.00359384471491	Apoptosis induced DNA fragmentation	Reactome	R-HSA-140342	KPNB1; DFFA; KPNA1	1676; 3836; 3837	13	13
0.000266383865346	0.00389109400538	Collagen formation	Reactome	R-HSA-1474290	DST; ITGA6; PLEC; MMP9; COL1A2; MMP1	4312; 1278; 5339; 4318; 3655; 667	92	92
0.000278127512399	0.00389109400538	Amodiaquine Pathway, Pharmacokinetics	PharmGKB	PA165815256	CYP1A1; CYP1B1	1545; 1543	3	3
0.000281609265876	0.00389109400538	Measles - Homo sapiens (human)	KEGG	path:hsa05162	STAT1; CCND1; FAS; EIF2AK2; PIK3CD; MX1; CDK6	6772; 5293; 355; 5610; 595; 4599; 1021	132	131
0.000282521676958	0.00389109400538	IL-17 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04657	DEFB4B; DEFB4A; FADD; MMP9; TRAF3IP2; MMP1	10758; 8772; 1673; 4312; 4318; 100289462	93	93
0.000349799052651	0.00448208102197	FAS (CD95) signaling pathway	PID	faspathway	FAS; BIRC2; CLTC; FADD	355; 329; 8772; 1213	35	35
0.000349799052651	0.00448208102197	Photodynamic therapy-induced NF-kB survival signaling	Wikipathways	WP3617	CCND1; MMP1; BIRC2; MMP9	595; 329; 4318; 4312	35	35
0.000349799052651	0.00448208102197	Collagen degradation	Reactome	R-HSA-1442490	MMP9; MMP10; MMP12; MMP1	4312; 4319; 4321; 4318	35	35
0.000355016318572	0.00448208102197	Endochondral Ossification	Wikipathways	WP474	ADAMTS5; IGF2; CAB39; STAT1; MMP9	11096; 4318; 51719; 3481; 6772	63	63
0.00043467202384	0.00500998072445	Validated transcriptional targets of AP1 family members Fra1 and Fra2	PID	fra_pathway	CCND1; MMP9; COL1A2; MMP1	4312; 595; 4318; 1278	37	37
0.000441062691579	0.00500998072445	Non-small cell lung cancer - Homo sapiens (human)	KEGG	path:hsa05223	CCND1; PIK3CD; EGFR; E2F3; CDK6	1956; 5293; 1871; 595; 1021	66	66
0.000441062691579	0.00500998072445	Non-small cell lung cancer	Wikipathways	WP4255	CCND1; E2F3; EGFR; PIK3CD; CDK6	5293; 595; 1871; 1956; 1021	66	66
0.000452330293217	0.00500998072445	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	KEGG	path:hsa05167	E2F3; STAT1; CCND1; FAS; EIF2AK2; PIK3CD; CDK6; FADD	5293; 8772; 595; 6772; 1871; 355; 5610; 1021	186	186
0.000452944328716	0.00500998072445	TNFalpha	NetPath	Pathway_TNFalpha	ITCH; STAT1; SPAG9; EGFR; BIRC2; PSMD3; TNIP2; FADD; PML	83737; 1956; 329; 6772; 8772; 9043; 5709; 5371; 79155	234	234
0.000454701220866	0.00500998072445	RIPK1-mediated regulated necrosis	Reactome	R-HSA-5213460	FAS; BIRC2; FADD	8772; 355; 329	16	16
0.000454701220866	0.00500998072445	Regulated Necrosis	Reactome	R-HSA-5218859	FAS; BIRC2; FADD	8772; 355; 329	16	16
0.000464965054925	0.00503158613008	L1CAM interactions	Reactome	R-HSA-373760	EPHB2; ITGA2; EGFR; SDCBP; CLTC; AP2B1	1956; 163; 2048; 6386; 1213; 3673	103	102
0.000482190980089	0.00512645147253	Signaling events mediated by TCPTP	PID	tcptp_pathway	EIF2AK2; KPNB1; EGFR; STAT1	3837; 6772; 1956; 5610	38	38
0.000505993652329	0.00520324282467	miR-targeted genes in muscle cell - TarBase	Wikipathways	WP2005	CDCP1; E2F3; CCND1; ITGA2; EGFR; SLC7A11; SDCBP; COL1A2; CDK6; CYP1B1; AMIGO2; AXL	595; 6386; 3673; 558; 1278; 1956; 23657; 1871; 1545; 64866; 347902; 1021	400	400
0.000506586347617	0.00520324282467	DNA Damage Response	Wikipathways	WP707	CCND1; PML; SFN; CDK6; FAS	595; 5371; 1021; 2810; 355	68	68
0.000542753124503	0.00548180655748	Degradation of the extracellular matrix	Reactome	R-HSA-1474228	ADAMTS5; MMP10; MMP12; CAPN2; MMP9; MMP1	4312; 4319; 824; 4318; 11096; 4321	105	105
0.000579177225424	0.00574860118728	AP-1 transcription factor network	PID	ap1_pathway	CCND1; MAFG; MMP9; COL1A2; MMP1	4312; 595; 4318; 4097; 1278	70	70
0.00058814071553	0.00574860118728	Bladder Cancer	Wikipathways	WP2828	CCND1; MMP9; EGFR; MMP1	595; 4312; 4318; 1956	40	40
0.000612751794282	0.00585425429052	Endocytosis - Homo sapiens (human)	KEGG	path:hsa04144	ITCH; EHD1; EGFR; AP2B1; PML; CLTC; CYTH1; SMAD3; ASAP1	9267; 50807; 163; 10938; 1213; 5371; 83737; 1956; 4088	244	244
0.000618271080187	0.00585425429052	Glioma - Homo sapiens (human)	KEGG	path:hsa05214	CCND1; PIK3CD; EGFR; E2F3; CDK6	1871; 5293; 595; 1956; 1021	71	71
0.000659310971513	0.00614680690365	Melanoma - Homo sapiens (human)	KEGG	path:hsa05218	CCND1; E2F3; EGFR; PIK3CD; CDK6	5293; 1871; 595; 1956; 1021	72	72
0.000694507828812	0.00637684461001	TNF signaling pathway - Homo sapiens (human)	KEGG	path:hsa04668	ITCH; FAS; FADD; PIK3CD; BIRC2; MMP9	5293; 8772; 4318; 83737; 355; 329	110	110
0.000709644390235	0.00641857463406	Pre-NOTCH Expression and Processing	Reactome	R-HSA-1912422	CCND1; MAML2; E2F3; AGO2	1871; 595; 84441; 27161	42	42
0.000754356140216	0.00672264442604	Proteoglycans in cancer - Homo sapiens (human)	KEGG	path:hsa05205	IGF2; CCND1; FAS; ITGA2; RRAS2; PIK3CD; MMP9; EGFR	595; 355; 3673; 5293; 4318; 22800; 3481; 1956	201	201
0.000776607938669	0.00682064363527	Syndecan-1-mediated signaling events	PID	syndecan_1_pathway	MMP9; SDCBP; COL1A2; MMP1	4312; 6386; 4318; 1278	43	43
0.000844163193454	0.00730804136047	Chronic myeloid leukemia - Homo sapiens (human)	KEGG	path:hsa05220	CCND1; PIK3CD; E2F3; CDK6; SMAD3	1871; 5293; 4088; 595; 1021	76	76
0.000899783636481	0.0076798434325	Syndecan interactions	Reactome	R-HSA-3000170	ITGA2; ITGA6; TNC	3673; 3371; 3655	20	20
0.000915343447912	0.00770414068659	FasL/ CD95L signaling	Reactome	R-HSA-75157	FAS; FADD	355; 8772	5	5
0.00104234622311	0.00853597042168	Tamoxifen metabolism	Wikipathways	WP691	CYP1A1; CYP3A5; CYP1B1	1545; 1577; 1543	21	21
0.00104234622311	0.00853597042168	Neovascularisation processes	Wikipathways	WP4331	EPHB2; MMP9; SMAD3	4088; 4318; 2048	21	21
0.00108942913881	0.00880258744159	Validated transcriptional targets of deltaNp63 isoforms	PID	deltanp63pathway	SFN; SEC14L2; ITCH; AXL	558; 23541; 83737; 2810	48	47
0.00124097111928	0.00989511181951	Hepatocellular carcinoma - Homo sapiens (human)	KEGG	path:hsa05225	IGF2; E2F3; CCND1; PIK3CD; EGFR; SMAD3; CDK6	595; 5293; 1871; 3481; 1956; 4088; 1021	168	168
0.00137465240731	0.0108186929718	Influenza A - Homo sapiens (human)	KEGG	path:hsa05164	STAT1; FAS; EIF2AK2; PIK3CD; MX1; KPNA1; PML	6772; 5293; 5371; 3836; 355; 5610; 4599	171	171
0.00146985495903	0.011419642374	TGF_beta_Receptor	NetPath	Pathway_TGF_beta_Receptor	CCND1; KPNB1; SMAD3; CDK6; PML; BCAR1; AP2B1	595; 163; 5371; 3837; 4088; 9564; 1021	174	173
0.00155138502029	0.011652415067	Apoptosis	Wikipathways	WP254	IGF2; FAS; BIRC2; DFFA; FADD	1676; 3481; 8772; 329; 355	87	87
0.00155295993453	0.011652415067	Fas	INOH	None	SFN; FAS; FADD	355; 8772; 2810	24	24
0.0015575010238	0.011652415067	Human cytomegalovirus infection - Homo sapiens (human)	KEGG	path:hsa05163	E2F3; CCND1; FAS; PIK3CD; CDK6; FADD; EGFR; BCAR1	8772; 595; 5293; 1871; 9564; 355; 1956; 1021	225	225
0.0016528606717	0.0122150435006	Relaxin signaling pathway - Homo sapiens (human)	KEGG	path:hsa04926	PIK3CD; EGFR; SMAD3; COL1A2; MMP9; MMP1	5293; 4312; 4318; 1278; 1956; 4088	130	130
0.00171033716932	0.0123476478794	hiv-1 nef: negative effector of fas and tnf	BioCarta	hivnefpathway	BIRC2; FAS; DFFA; FADD	1676; 8772; 355; 329	53	53
0.00171618298266	0.0123476478794	miRNA Regulation of DNA Damage Response	Wikipathways	WP1530	PML; CCND1; SFN; CDK6; FAS	5371; 595; 2810; 1021; 355	89	89
0.00175230646474	0.0123476478794	cell cycle: g1/s check point	BioCarta	g1pathway	CCND1; CDK6; SMAD3	595; 1021; 4088	25	25
0.00175230646474	0.0123476478794	Relationship between inflammation, COX-2 and EGFR	Wikipathways	WP4483	EGFR; PIK3CD; MMP1	5293; 4312; 1956	25	25
0.00196693228118	0.0137007007172	Basigin interactions	Reactome	R-HSA-210991	SLC7A11; ITGA6; MMP1	4312; 23657; 3655	27	26
0.00207814892887	0.0143108892147	Apoptosis - Homo sapiens (human)	KEGG	path:hsa04210	FAS; PIK3CD; BIRC2; DFFA; CAPN2; FADD	8772; 1676; 5293; 824; 329; 355	136	136
0.0021563862324	0.0146828096274	Ubiquitin mediated proteolysis - Homo sapiens (human)	KEGG	path:hsa04120	UBE2Q2; ITCH; TRIM37; BIRC2; UBE2Z; PML	65264; 5371; 83737; 329; 92912; 4591	137	137
0.00223952700722	0.0150794818486	Caspase Cascade in Apoptosis	PID	caspase_pathway	TFAP2A; FAS; DFFA; FADD	7020; 1676; 8772; 355	57	57
0.00250595368145	0.016210428964	Prostate cancer - Homo sapiens (human)	KEGG	path:hsa05215	CCND1; E2F3; EGFR; PIK3CD; MMP9	595; 5293; 4318; 1871; 1956	97	97
0.00250595368145	0.016210428964	Interleukin-4 and Interleukin-13 signaling	Wikipathways	WP4066	CCND1; MMP9; COL1A2; STAT1; MMP1	595; 6772; 1278; 4312; 4318	97	97
0.00251448898122	0.016210428964	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	Reactome	R-HSA-2142670	CYP1A1; CYP1B1	1543; 1545	8	8
0.00251448898122	0.016210428964	Gefitinib Pathway, Pharmacokinetics	PharmGKB	PA152325160	CYP1A1; CYP3A5	1543; 1577	8	8
0.00270592388922	0.0172609460723	Signaling by Receptor Tyrosine Kinases	Reactome	R-HSA-9006934	IGF2; ATP6V1A; ITCH; STAT1; ITGA2; EGFR; CLTC; MMP9; BCAR1; AP2B1; AXL	558; 83737; 9564; 523; 163; 6772; 4318; 1213; 3673; 1956; 3481	423	423
0.00273883308975	0.0172888838791	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	KEGG	path:hsa04933	CCND1; COL1A2; PIK3CD; STAT1; SMAD3	595; 6772; 5293; 4088; 1278	99	99
0.00298701134192	0.0186611224042	Integrin-mediated Cell Adhesion	Wikipathways	WP185	VASP; ITGA2; BCAR1; CAPN2; ITGA6	3655; 9564; 824; 3673; 7408	101	101
0.0030473762086	0.0188439794124	Signaling events mediated by focal adhesion kinase	PID	fak_pathway	CCND1; BCAR1; ASAP1; CAPN2	595; 9564; 50807; 824	62	62
0.00321243422849	0.0190031544077	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	Reactome	R-HSA-2142816	CYP1A1; CYP1B1	1543; 1545	9	9
0.00321243422849	0.0190031544077	Benzo(a)pyrene metabolism	Wikipathways	WP696	CYP1A1; CYP1B1	1545; 1543	9	9
0.00321243422849	0.0190031544077	EGFR-dependent Endothelin signaling events	PID	et_egfrpathway	EDNRA; EGFR	1909; 1956	9	9
0.0032299090825	0.0190031544077	Influenza Infection	Reactome	R-HSA-168254	EIF2AK2; KPNB1; KPNA1; CLTC	1213; 5610; 3836; 3837	63	63
0.0032299090825	0.0190031544077	Synaptic vesicle cycle - Homo sapiens (human)	KEGG	path:hsa04721	STX1A; ATP6V1A; AP2B1; CLTC	6804; 163; 1213; 523	63	63
0.00328273065775	0.019128219025	Activation of Matrix Metalloproteinases	Reactome	R-HSA-1592389	MMP9; MMP10; MMP1	4312; 4319; 4318	31	31
0.00341976021177	0.0197369017936	Endothelins	PID	endothelinpathway	COL1A2; EDNRA; BCAR1; MMP1	1909; 4312; 9564; 1278	64	64
0.00359690706011	0.0205634497965	Syndecan-4-mediated signaling events	PID	syndecan_4_pathway	MMP9; TNC; SDCBP	6386; 4318; 3371	32	32
0.00382197232734	0.0212596907095	Beta1 integrin cell surface interactions	PID	integrin1_pathway	ITGA2; COL1A2; ITGA6; TNC	3371; 1278; 3655; 3673	66	66
0.00382197232734	0.0212596907095	AGE-RAGE pathway	Wikipathways	WP2324	MMP9; EGFR; STAT1; SMAD3	4088; 4318; 1956; 6772	66	66
0.00382393776787	0.0212596907095	Disease	Reactome	R-HSA-1643685	STX1A; KPNB1; MAML2; CLTC; STAT1; EGFR; EIF2AK2; PIK3CD; SMAD3; CAPN2; KPNA1; AP2B1	163; 6772; 4088; 3836; 5610; 1213; 824; 84441; 5293; 1956; 3837; 6804	510	508
0.00392884825011	0.0215894204583	NOD1/2 Signaling Pathway	Reactome	R-HSA-168638	IRAK2; BIRC2; ITCH	83737; 3656; 329	33	33
0.00399012391309	0.0215894204583	Vinka Alkaloid Pathway, Pharmacokinetics	PharmGKB	PA150981002	CYP3A5; ABCC3	1577; 8714	10	10
0.00399012391309	0.0215894204583	EGFR Transactivation by Gastrin	Reactome	R-HSA-2179392	EGFR; MMP1	4312; 1956	10	10
0.00464720003946	0.0249165458527	HIV-1 Nef: Negative effector of Fas and TNF-alpha	PID	hivnefpathway	FAS; DFFA; FADD	355; 1676; 8772	35	35
0.00484597058902	0.0249165458527	Dimerization of procaspase-8	Reactome	R-HSA-69416	FAS; FADD	355; 8772	11	11
0.00484597058902	0.0249165458527	Regulation by c-FLIP	Reactome	R-HSA-3371378	FAS; FADD	355; 8772	11	11
0.00484597058902	0.0249165458527	CASP8 activity is inhibited	Reactome	R-HSA-5218900	FAS; FADD	355; 8772	11	11
0.00484597058902	0.0249165458527	Regulation of necroptotic cell death	Reactome	R-HSA-5675482	FAS; FADD	355; 8772	11	11
0.0049306462195	0.0249165458527	Cytokine Signaling in Immune system	Reactome	R-HSA-1280215	STX1A; STAT1; EIF2AK2; PIK3CD; BIRC2; SMAD3; TNIP2; IRAK2; HERC5; PML; MX1	5371; 51191; 5293; 3656; 6772; 4088; 4599; 329; 5610; 6804; 79155	458	458
0.00493396947577	0.0249165458527	Necroptosis - Homo sapiens (human)	KEGG	path:hsa04217	STAT1; FAS; EIF2AK2; BIRC2; CAPN2; FADD	8772; 6772; 824; 355; 329; 5610	162	162
0.00493396947577	0.0249165458527	EGF-EGFR Signaling Pathway	Wikipathways	WP437	ITCH; STAT1; EGFR; AP2B1; BCAR1; ASAP1	83737; 9564; 1956; 50807; 6772; 163	162	162
0.00521841943897	0.0259210014755	p53 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04115	CCND1; FAS; SFN; CDK6	355; 595; 2810; 1021	72	72
0.00521841943897	0.0259210014755	Linoleate metabolism	EHMN	Linoleate metabolism	CYP1A1; FADS3; CYP3A5; CYP1B1	1577; 1543; 3995; 1545	74	72
0.00572927980122	0.0277913989134	PI3K-Akt Signaling Pathway	Wikipathways	WP4172	IGF2; CDK6; CCND1; EGFR; ITGA2; PIK3CD; ITGA6; COL1A2; TNC	3655; 595; 3481; 3371; 3673; 5293; 1021; 1278; 1956	340	339
0.00575066272921	0.0277913989134	Validated targets of C-MYC transcriptional repression	PID	myc_represspathway	CCND1; COL1A2; ITGA6; SMAD3	595; 4088; 3655; 1278	74	74
0.00575066272921	0.0277913989134	Bacterial invasion of epithelial cells - Homo sapiens (human)	KEGG	path:hsa05100	SEPT9; BCAR1; PIK3CD; CLTC	5293; 10801; 1213; 9564	74	74
0.00577840967507	0.0277913989134	VLDLR internalisation and degradation	Reactome	R-HSA-8866427	AP2B1; CLTC	163; 1213	12	12
0.00621512149914	0.0296564065235	Cell Cycle	Wikipathways	WP179	CCND1; SFN; E2F3; CDK6; SMAD3	595; 1871; 2810; 1021; 4088	120	120
0.00631796554835	0.029911618143	Viral Acute Myocarditis	Wikipathways	WP4298	CCND1; DFFA; STAT1; MMP9	595; 1676; 4318; 6772	76	76
0.00677313706043	0.0311534461729	Integrated Lung Cancer Pathway	Wikipathways	WP2512	CCND1; ERC1; FAS	595; 23085; 355	40	40
0.00678589916637	0.0311534461729	Estrogen Receptor Pathway	Wikipathways	WP2881	CYP1A1; CYP1B1	1545; 1543	13	13
0.00678589916637	0.0311534461729	Taxane Pathway, Pharmacokinetics	PharmGKB	PA154426155	CYP3A5; CYP1B1	1545; 1577	13	13
0.00678589916637	0.0311534461729	Signaling by Activin	Reactome	R-HSA-1502540	DRAP1; SMAD3	4088; 10589	13	13
0.00701279345263	0.0318667713488	Developmental Biology	Reactome	R-HSA-1266738	EPHB2; SEMA3A; TRIO; SPAG9; ITGA2; EGFR; STX1A; SMAD3; CLTC; DRAP1; VASP; SDCBP; AP2B1	10589; 2048; 7408; 163; 4088; 9043; 1213; 3673; 7204; 6386; 1956; 10371; 6804	620	619
0.00712196344308	0.0318667713488	Cell cycle - Homo sapiens (human)	KEGG	path:hsa04110	CCND1; SFN; E2F3; CDK6; SMAD3	595; 1871; 4088; 2810; 1021	124	124
0.00712196344308	0.0318667713488	Integrin	INOH	None	BCAR1; ITGA2; COL1A2; ITGA6; TNC	1278; 3371; 9564; 3655; 3673	124	124
0.00725678951508	0.0318667713488	Syndecan-2-mediated signaling events	PID	syndecan_2_pathway	EPHB2; ITGA2; SDCBP	2048; 6386; 3673	41	41
0.00725678951508	0.0318667713488	TNF related weak inducer of apoptosis (TWEAK) Signaling Pathway	Wikipathways	WP2036	FADD; BIRC2; MMP9	4318; 329; 8772	41	41
