p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
4.8962164783e-08	7.01791028556e-07	IL-1 JNK	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5714; 5694; 5705; 5685; 5693; 5695	62	62
5.39838109247e-08	7.14247344542e-07	TLR p38	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5714; 5694; 5705; 5685; 5693; 5695	63	63
5.94227490709e-08	7.30050917157e-07	IL-1 NFkB	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5705; 5685; 5693; 5714; 5695	64	64
6.53057300416e-08	7.4883903781e-07	DroToll-like	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5695; 5714; 5694; 5705; 5685; 5693	65	65
7.16607192124e-08	7.70352731533e-07	IL-1 p38	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5714; 5694; 5705; 5685; 5693; 5695	66	66
7.85169287816e-08	7.94406573555e-07	TNF	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5685; 5693; 5694; 5714; 5705; 5695	67	67
9.38562869701e-08	8.96848964381e-07	TLR NFkB	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5685; 5693; 5714; 5705; 5695	69	69
1.21430092485e-07	1.09926188986e-06	Hedgehog	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5685; 5714; 5693; 5694; 5705; 5695	72	72
1.96716897625e-07	1.69176531958e-06	Notch	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5685; 5695; 5714; 5694; 5705; 5693	79	78
6.17975320167e-07	5.06151214613e-06	Ribosome - Homo sapiens (human)	KEGG	path:hsa03010	MRPL13; MRPL15; MRPL16; MRPS7; MRPL28; MRPL2; MRPL3	54948; 28998; 10573; 51069; 51081; 29088; 11222	153	153
7.22424493544e-07	5.64804604043e-06	CD4 T cell receptor signaling-NFkB cascade	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	97	97
1.96834333931e-06	1.47197849722e-05	TGF-beta super family signaling pathway canonical	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5693; 5694; 5714; 5685; 5695; 5705	115	115
2.40384984911e-06	1.65384869619e-05	Wnt Canonical	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	119	119
2.40384984911e-06	1.65384869619e-05	Wnt Mammals	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	119	119
3.98683012998e-06	2.56167279066e-05	Integration of provirus	Reactome	R-HSA-162592	BANF1; PPIA; XRCC6	8815; 5478; 2547	10	10
4.02123054347e-06	2.56167279066e-05	CD4 T cell receptor signaling	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	130	130
4.78504010888e-06	2.842770784e-05	Deubiquitination	Reactome	R-HSA-5688426	PSMD8; PSMB7; ACTL6A; PSMA4; VDAC3; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 86; 7419; 5695; 5705	296	296
4.79304376373e-06	2.842770784e-05	B cell receptor signaling	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	134	134
6.96099430862e-06	3.99097007027e-05	Ub-specific processing proteases	Reactome	R-HSA-5689880	PSMD8; PSMB7; PSMA4; VDAC3; PSMB6; PSMB5; PSMC5	5694; 7419; 5693; 5714; 5685; 5695; 5705	220	220
1.49431224061e-05	8.29102275434e-05	Early Phase of HIV Life Cycle	Reactome	R-HSA-162594	BANF1; PPIA; XRCC6	8815; 5478; 2547	15	15
1.6724691622e-05	8.98952174681e-05	superpathway of conversion of glucose to acetyl CoA and entry into the TCA cycle	HumanCyc	PWY66-407	FH; TPI1; SDHB; MDH2	2271; 7167; 6390; 4191	48	47
2.22296651029e-05	0.000115863709021	TCA Cycle (aka Krebs or citric acid cycle)	Wikipathways	WP78	FH; SDHB; MDH2	2271; 4191; 6390	17	17
3.15313244655e-05	0.000159511406119	TCA cycle	HumanCyc	PWY66-398	FH; SDHB; MDH2	2271; 6390; 4191	19	19
4.30789279486e-05	0.000180721356272	Pyruvate dehydrogenase deficiency (E3)	SMPDB	SMP00550	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	Pyruvate dehydrogenase deficiency (E2)	SMPDB	SMP00551	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	2-ketoglutarate dehydrogenase complex deficiency	SMPDB	SMP00549	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	Mitochondrial complex II deficiency	SMPDB	SMP00548	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	Fumarase deficiency	SMPDB	SMP00547	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	Congenital lactic acidosis	SMPDB	SMP00546	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.30789279486e-05	0.000180721356272	Citric Acid Cycle	SMPDB	SMP00057	FH; SDHB; MDH2	2271; 4191; 6390	21	21
4.97658601239e-05	0.000203803046222	Citric acid cycle (TCA cycle)	Reactome	R-HSA-71403	FH; SDHB; MDH2	2271; 4191; 6390	22	22
9.34384953655e-05	0.000373753981462	The oncogenic action of 2-hydroxyglutarate	SMPDB	SMP02291	FH; SDHB; MDH2	2271; 6390; 4191	27	27
0.000111706119501	0.000436669376232	Neddylation	Reactome	R-HSA-8951664	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5685; 5695; 5705	235	234
0.000116188955968	0.000444100009479	The oncogenic action of L-2-hydroxyglutarate in  Hydroxygluaricaciduria	SMPDB	SMP02358	FH; SDHB; MDH2	2271; 6390; 4191	29	29
0.000128801420994	0.00046153842523	The oncogenic action of D-2-hydroxyglutarate in  Hydroxygluaricaciduria 	SMPDB	SMP02359	FH; SDHB; MDH2	2271; 6390; 4191	30	30
0.000128801420994	0.00046153842523	TCA cycle	EHMN	TCA cycle	FH; SDHB; MDH2	2271; 6390; 4191	30	30
0.000128801420994	0.00046153842523	Citrate cycle (TCA cycle) - Homo sapiens (human)	KEGG	path:hsa00020	FH; SDHB; MDH2	4191; 2271; 6390	30	30
0.000142273078145	0.000489419388819	The oncogenic action of Succinate	SMPDB	SMP02292	FH; SDHB; MDH2	2271; 4191; 6390	31	31
0.000142273078145	0.000489419388819	The oncogenic action of Fumarate	SMPDB	SMP02295	FH; SDHB; MDH2	4191; 6390; 2271	31	31
0.000156629375238	0.000528240245901	Citrate cycle	INOH	None	FH; SDHB; MDH2	2271; 4191; 6390	32	32
0.000222320669211	0.000695257365533	Long-chain-3-hydroxyacyl-coa dehydrogenase deficiency (LCHAD)	SMPDB	SMP00544	ECHS1; HSD17B10	3028; 1892	7	7
0.000222320669211	0.000695257365533	Fatty Acid Elongation In Mitochondria	SMPDB	SMP00054	ECHS1; HSD17B10	3028; 1892	7	7
0.000222320669211	0.000695257365533	2-LTR circle formation	Reactome	R-HSA-164843	BANF1; XRCC6	8815; 2547	7	7
0.000222320669211	0.000695257365533	APOBEC3G mediated resistance to HIV-1 infection	Reactome	R-HSA-180689	BANF1; PPIA	8815; 5478	7	7
0.000242552942221	0.000744984036822	Glutaminolysis and Cancer	SMPDB	SMP02298	FH; SDHB; MDH2	2271; 6390; 4191	37	37
0.000295804512352	0.000877213381457	Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids	SMPDB	SMP00480	ECHS1; HSD17B10	1892; 3028	8	8
0.000295804512352	0.000877213381457	Short-chain 3-hydroxyacyl-CoA dehydrogenase deficiency (SCHAD)	SMPDB	SMP00568	ECHS1; HSD17B10	1892; 3028	8	8
0.000354261401689	0.00103276205238	Metabolic reprogramming in colon cancer	Wikipathways	WP4290	FH; SDHB; MDH2	4191; 2271; 6390	42	42
0.000500609037038	0.00143507923951	JAK STAT pathway and regulation	INOH	None	PSMD8; PSMA4; PSMB7; PSMB6; PSMB5; PSMC5	5694; 5693; 5714; 5695; 5705; 5685	310	309
0.00057738997678	0.00162805042633	3-oxo-10R-octadecatrienoate beta-oxidation	EHMN	3-oxo-10R-octadecatrienoate beta-oxidation	ECHS1; HSD17B10	3028; 1892	11	11
0.000691412874054	0.00182958483596	Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	EHMN	Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation	ECHS1; HSD17B10	3028; 1892	12	12
0.000691412874054	0.00182958483596	isoleucine degradation	HumanCyc	ILEUDEG-PWY	ECHS1; HSD17B10	3028; 1892	12	12
0.000691412874054	0.00182958483596	Trihydroxycoprostanoyl-CoA beta-oxidation	EHMN	Trihydroxycoprostanoyl-CoA beta-oxidation	ECHS1; HSD17B10	3028; 1892	12	12
0.000691412874054	0.00182958483596	antigen processing and presentation	BioCarta	mhcpathway	PSMB6; PSMB5	5694; 5693	12	12
0.000744569239342	0.00194039256313	Pyruvate metabolism and Citric Acid (TCA) cycle	Reactome	R-HSA-71406	FH; SDHB; MDH2	4191; 2271; 6390	54	54
0.000949313024273	0.00243704239067	fig-met-1-last-solution	Wikipathways	WP3961	FH; MDH2	4191; 2271	14	14
0.0014098410903	0.00356606864017	Butanoate metabolism	INOH	None	ECHS1; HSD17B10	3028; 1892	17	17
0.00163511182889	0.0040759309358	HIV Life Cycle	Reactome	R-HSA-162587	BANF1; POLR2G; PPIA; XRCC6	8815; 2547; 5478; 5436	156	154
0.00176524013143	0.00427635637474	fatty acid &beta;-oxidation	HumanCyc	FAO-PWY	ECHS1; HSD17B10	3028; 1892	19	19
0.00176524013143	0.00427635637474	fatty acid &beta;-oxidation (peroxisome)	HumanCyc	PWY66-391	ECHS1; HSD17B10	3028; 1892	19	19
0.00215875902986	0.0050947654457	Mono-unsaturated fatty acid beta-oxidation	EHMN	Mono-unsaturated fatty acid beta-oxidation	ECHS1; HSD17B10	3028; 1892	21	21
0.00236965834684	0.0050947654457	Gluconeogenesis	SMPDB	SMP00128	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Glycogenosis, Type IA. Von gierke disease	SMPDB	SMP00581	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Glycogenosis, Type IC	SMPDB	SMP00574	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	SMPDB	SMP00374	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Triosephosphate isomerase	SMPDB	SMP00563	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Fructose-1,6-diphosphatase deficiency	SMPDB	SMP00562	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)	SMPDB	SMP00560	TPI1; MDH2	7167; 4191	22	22
0.00236965834684	0.0050947654457	Glycogenosis, Type IB	SMPDB	SMP00573	TPI1; MDH2	7167; 4191	22	22
0.00249933278636	0.00530722517597	The citric acid (TCA) cycle and respiratory electron transport	Reactome	R-HSA-1428517	FH; NDUFB6; SDHB; MDH2	2271; 4191; 6390; 4712	173	173
0.00258990211299	0.00543247760286	Di-unsaturated fatty acid beta-oxidation	EHMN	Di-unsaturated fatty acid beta-oxidation	ECHS1; HSD17B10	3028; 1892	23	23
0.00277054160754	0.00574136333128	mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	HNRNPA3; POLR2G; SNRPD3; HNRNPA2B1	6634; 3181; 220988; 5436	178	178
0.00294949069135	0.00603943332039	Validated targets of C-MYC transcriptional activation	PID	myc_activpathway	PRDX3; ACTL6A; PTMA	86; 5757; 10935	87	87
0.00305817833164	0.00611635666329	Saturated fatty acids beta-oxidation	EHMN	Saturated fatty acids beta-oxidation	ECHS1; HSD17B10	3028; 1892	25	25
0.00305817833164	0.00611635666329	gluconeogenesis	HumanCyc	PWY66-399	TPI1; MDH2	4191; 7167	26	25
0.00324550970641	0.00641640999428	mRNA Splicing	Reactome	R-HSA-72172	HNRNPA3; POLR2G; SNRPD3; HNRNPA2B1	6634; 3181; 220988; 5436	186	186
0.00370444100529	0.00692441248229	Huntington disease - Homo sapiens (human)	KEGG	path:hsa05016	VDAC3; NDUFB6; POLR2G; SDHB	4712; 6390; 7419; 5436	193	193
0.00382915439598	0.00692441248229	Omega-6 fatty acid metabolism	EHMN	Omega-6 fatty acid metabolism	ECHS1; HSD17B10	3028; 1892	28	28
0.00382915439598	0.00692441248229	Prefoldin mediated transfer of substrate  to CCT/TriC	Reactome	R-HSA-389957	CCT7; VBP1	10574; 7411	28	28
0.00384326646712	0.00692441248229	HIV Infection	Reactome	R-HSA-162906	BANF1; POLR2G; PPIA; XRCC6	8815; 2547; 5478; 5436	197	195
0.00429386778241	0.00692441248229	Post-translational protein modification	Reactome	R-HSA-597592	RPN2; PSMD8; COPE; PSMC5; PSMB7; ACTL6A; PSMA4; VDAC3; PSMB6; PSMB5; HLTF	5694; 7419; 6185; 86; 5693; 6596; 5705; 5685; 11316; 5695; 5714	1383	1378
0.00438814511959	0.00692441248229	3-Methylglutaconic Aciduria Type I	SMPDB	SMP00139	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Valine, Leucine and Isoleucine Degradation	SMPDB	SMP00032	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	SMPDB	SMP00137	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Isovaleric Aciduria	SMPDB	SMP00238	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-Methylcrotonyl Coa Carboxylase Deficiency Type I	SMPDB	SMP00237	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Propionic Acidemia	SMPDB	SMP00236	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Maple Syrup Urine Disease	SMPDB	SMP00199	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency	SMPDB	SMP00138	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Isobutyryl-coa dehydrogenase deficiency	SMPDB	SMP00523	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-hydroxyisobutyric aciduria	SMPDB	SMP00522	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-hydroxyisobutyric acid dehydrogenase deficiency	SMPDB	SMP00521	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Isovaleric acidemia	SMPDB	SMP00524	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Methylmalonate Semialdehyde Dehydrogenase Deficiency	SMPDB	SMP00384	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Methylmalonic Aciduria	SMPDB	SMP00200	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-Methylglutaconic Aciduria Type IV	SMPDB	SMP00141	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	3-Methylglutaconic Aciduria Type III	SMPDB	SMP00140	ECHS1; HSD17B10	1892; 3028	30	30
0.00438814511959	0.00692441248229	Beta-Ketothiolase Deficiency	SMPDB	SMP00173	ECHS1; HSD17B10	1892; 3028	30	30
0.00474402946097	0.00741793697533	Liver steatosis AOP	Wikipathways	WP4010	ECHS1; HSD17B10; PSMC5	3028; 5705; 1892	103	103
0.00498258618146	0.00772076417307	Valine Leucine Isoleucine degradation	INOH	None	ECHS1; HSD17B10	3028; 1892	32	32
0.00529295332227	0.00805653072062	Tyrosine metabolism	INOH	None	FH; SDHB	2271; 6390	33	33
0.00529295332227	0.00805653072062	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Reactome	R-HSA-389958	CCT7; VBP1	10574; 7411	33	33
0.00561200688139	0.00839361029217	Fatty Acid Beta Oxidation	Wikipathways	WP143	ECHS1; TPI1	1892; 7167	34	34
0.00561200688139	0.00839361029217	Gluconeogenesis	Reactome	R-HSA-70263	TPI1; MDH2	4191; 7167	35	34
0.00627594094137	0.00930570553376	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Wikipathways	WP4100	HNRNPA2B1; PPIA	5478; 3181	36	36
0.00733554538435	0.0107838786847	Pyruvate metabolism - Homo sapiens (human)	KEGG	path:hsa00620	FH; MDH2	4191; 2271	39	39
0.00796871940091	0.0116154214996	Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	HNRNPA3; POLR2G; SNRPD3; HNRNPA2B1	6634; 3181; 5436; 220988	240	240
0.00847022608583	0.0122426797207	N-Glycan biosynthesis	EHMN	N-Glycan biosynthesis	RPN2; COPE	6185; 11316	42	42
0.00886487346808	0.0127063186376	Vitamin E metabolism	EHMN	Vitamin E metabolism	ECHS1; HSD17B10	3028; 1892	43	43
0.00929730731966	0.013216007099	Infectious disease	Reactome	R-HSA-5663205	BANF1; POLR2G; PPIA; XRCC6	8815; 2547; 5478; 5436	253	251
0.0096784642409	0.013534112597	Glycolysis and Gluconeogenesis	Wikipathways	WP534	TPI1; MDH2	4191; 7167	45	45
0.0096784642409	0.013534112597	Warburg Effect	SMPDB	SMP00654	FH; SDHB	6390; 2271	45	45
